shuttle_location,shuttle_type,engine_type,engine_vendor,engines,passenger_capacity,cancellation_policy,crew,d_check_complete,moon_clearance_complete,price,company_id,shuttle_id,review_scores_rating,review_scores_comfort,review_scores_amenities,review_scores_trip,review_scores_crew,review_scores_location,review_scores_price,number_of_reviews,reviews_per_month,id,company_rating,company_location,total_fleet_count,iata_approved
Indonesia,Type V5,Quantum,ThetaBase Services,1.0,2,strict,1.0,False,False,1390.0,22522,1441,97.0,10.0,10.0,10.0,10.0,9.0,10.0,60,1.4,22522,1.0,France,3.0,True
Micronesia,Type V5,Plasma,ThetaBase Services,2.0,5,strict,2.0,False,False,3119.0,4267,46721,92.0,9.0,9.0,9.0,10.0,10.0,9.0,76,1.59,4267,1.0,Senegal,22.0,True
Malta,Type O3,Quantum,ThetaBase Services,1.0,1,moderate,0.0,False,False,1715.0,3189,48755,99.0,10.0,10.0,10.0,10.0,10.0,10.0,35,0.75,3189,1.0,Marshall Islands,2.0,True
Russian Federation,Type V5,Plasma,ThetaBase Services,2.0,4,moderate,2.0,False,False,2560.0,20838,73225,81.0,9.0,8.0,9.0,9.0,10.0,8.0,19,0.59,20838,1.0,Venezuela,2.0,True
Russian Federation,Type V5,Quantum,ThetaBase Services,1.0,2,strict,1.0,True,False,1442.0,22335,25349,90.0,10.0,9.0,10.0,9.0,10.0,9.0,11,0.47,22335,1.0,Russian Federation,3.0,True
Malta,Type Z6,Plasma,ThetaBase Services,1.0,4,moderate,2.0,False,False,2365.0,26418,24745,97.0,10.0,10.0,10.0,10.0,10.0,10.0,31,0.71,26418,0.5,Niue,1.0,True
Anguilla,Type F5,Plasma,ThetaBase Services,4.0,11,strict,7.0,False,False,4120.0,41628,16040,92.0,9.0,9.0,10.0,10.0,9.0,9.0,77,1.63,41628,1.0,United Kingdom,1.0,True
United Kingdom,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,False,False,1910.0,37438,20338,100.0,10.0,10.0,10.0,10.0,10.0,10.0,5,0.17,37438,1.0,Andorra,4.0,True
Rwanda,Type F5,Quantum,ThetaBase Services,1.0,2,strict,1.0,True,False,1390.0,41346,42642,90.0,9.0,9.0,10.0,9.0,9.0,9.0,154,4.06,41346,0.97,Estonia,7.0,True
Rwanda,Type F5,Quantum,ThetaBase Services,1.0,2,strict,1.0,True,False,1351.0,41346,35840,88.0,9.0,8.0,9.0,9.0,9.0,9.0,230,4.81,41346,0.97,Estonia,7.0,True
Rwanda,Type Z6,Plasma,ThetaBase Services,2.0,6,strict,4.0,True,False,2274.0,29926,60336,91.0,9.0,8.0,9.0,10.0,9.0,9.0,33,0.73,29926,0.67,Zimbabwe,7.0,True
Brazil,Type O3,Quantum,ThetaBase Services,6.0,2,strict,1.0,True,False,2820.0,10039,59510,100.0,8.0,10.0,10.0,10.0,10.0,10.0,1,0.03,10039,1.0,Vanuatu,6.0,True
Barbados,Type V5,Plasma,ThetaBase Services,1.0,4,strict,3.0,True,False,2547.0,6984,66118,90.0,9.0,9.0,10.0,10.0,10.0,9.0,118,2.46,6984,1.0,Suriname,9.0,False
Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,False,False,2040.0,20327,4056,100.0,10.0,9.0,10.0,10.0,10.0,9.0,8,0.2,20327,1.0,Chad,1.0,True
Bouvet Island (Bouvetoya),Type Z6,Plasma,ThetaBase Services,2.0,4,flexible,2.0,False,False,3730.0,3932,55801,98.0,10.0,10.0,10.0,10.0,10.0,10.0,52,1.1,3932,1.0,Uzbekistan,2.0,False
Barbados,Type V5,Plasma,ThetaBase Services,2.0,4,flexible,2.0,False,False,3470.0,17818,54663,100.0,10.0,9.0,10.0,10.0,9.0,9.0,3,0.13,17818,1.0,Montserrat,2.0,True
United Kingdom,Type V5,Plasma,ThetaBase Services,2.0,4,strict,2.0,False,False,2495.0,17972,3590,97.0,10.0,9.0,10.0,10.0,10.0,10.0,37,0.84,17972,1.0,Guinea,1.0,False
Rwanda,Type V5,Quantum,ThetaBase Services,1.0,2,strict,1.0,False,False,1507.0,48455,61587,93.0,9.0,9.0,9.0,10.0,10.0,9.0,24,0.5,48455,0.89,Uzbekistan,20.0,True
Barbados,Type V5,Plasma,ThetaBase Services,1.0,4,moderate,1.0,True,False,3145.0,35170,14602,96.0,10.0,10.0,10.0,10.0,10.0,9.0,94,2.04,35170,1.0,Vietnam,5.0,True
Rwanda,Type Z6,Quantum,ThetaBase Services,1.0,2,moderate,1.0,False,False,2040.0,12994,28670,100.0,10.0,10.0,10.0,10.0,10.0,10.0,9,0.38,12994,0.8,Croatia,1.0,False
Niue,Type F5,Quantum,ThetaBase Services,1.0,1,strict,1.0,True,False,1182.0,46832,41409,94.0,10.0,10.0,10.0,10.0,9.0,10.0,62,1.31,46832,1.0,Niue,2.0,True
Nicaragua,Type V5,Quantum,ThetaBase Services,1.0,1,moderate,1.0,True,False,1312.0,5607,30054,99.0,10.0,10.0,10.0,10.0,10.0,10.0,69,1.49,5607,1.0,Jersey,2.0,True
Micronesia,Type V5,Plasma,ThetaBase Services,1.0,4,moderate,2.0,True,False,2820.0,4306,2610,88.0,9.0,9.0,9.0,9.0,10.0,9.0,104,2.2,4306,0.83,China,3.0,False
Costa Rica,Type Z6,Plasma,ThetaBase Services,2.0,4,moderate,2.0,False,False,1975.0,22791,5241,100.0,10.0,10.0,10.0,10.0,10.0,10.0,14,0.61,22791,1.0,Uzbekistan,1.0,True
Nicaragua,Type V5,Plasma,ThetaBase Services,2.0,6,moderate,3.0,True,False,2157.0,2160,37495,99.0,10.0,9.0,10.0,10.0,10.0,9.0,21,0.47,2160,1.0,Isle of Man,1.0,True
Indonesia,Type V5,Plasma,ThetaBase Services,0.0,4,strict,2.0,True,False,2235.0,15548,15591,88.0,9.0,9.0,10.0,10.0,10.0,8.0,32,1.07,15548,1.0,Faroe Islands,1.0,True
Rwanda,Type V5,Quantum,ThetaBase Services,1.0,1,moderate,1.0,False,False,1780.0,34678,35354,94.0,10.0,9.0,9.0,10.0,10.0,9.0,21,0.46,34678,0.89,Croatia,4.0,True
Niue,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,False,False,1650.0,46787,50526,96.0,10.0,9.0,10.0,10.0,10.0,9.0,9,0.22,46787,1.0,Niue,1.0,True
Rwanda,Type V2,Quantum,ThetaBase Services,1.0,2,moderate,1.0,False,False,1715.0,24073,72010,100.0,10.0,10.0,10.0,10.0,10.0,8.0,1,0.21,24073,1.0,Zimbabwe,2.0,False
Rwanda,Type V5,Quantum,ThetaBase Services,1.0,2,strict,1.0,True,False,1559.0,47914,50247,95.0,10.0,9.0,10.0,10.0,9.0,9.0,28,0.64,47914,0.8,Philippines,1.0,True
United Kingdom,Type V5,Quantum,ThetaBase Services,1.0,2,moderate,1.0,False,False,1481.0,13762,49198,94.0,10.0,10.0,10.0,10.0,9.0,10.0,236,5.07,13762,0.77,Senegal,1.0,True
Niue,Type O3,Quantum,ThetaBase Services,1.0,2,flexible,2.0,False,False,1377.0,9586,18113,98.0,10.0,10.0,10.0,10.0,9.0,10.0,27,0.57,9586,1.0,Guinea,2.0,True
Sao Tome and Principe,Type F5,Quantum,ThetaBase Services,1.0,1,strict,1.0,False,False,1390.0,17694,8230,100.0,10.0,10.0,10.0,10.0,10.0,10.0,6,0.15,17694,1.0,Isle of Man,4.0,True
Sao Tome and Principe,Type V2,Quantum,ThetaBase Services,1.0,2,moderate,1.0,False,False,1520.0,27489,39073,100.0,10.0,10.0,10.0,10.0,10.0,10.0,72,1.54,27489,1.0,Canada,2.0,True
Rwanda,Type F5,Quantum,ThetaBase Services,1.0,2,strict,1.0,True,False,1364.0,41346,53475,88.0,9.0,8.0,10.0,10.0,9.0,9.0,165,3.5,41346,0.97,Estonia,7.0,True
Sao Tome and Principe,Type V2,Quantum,ThetaBase Services,1.0,2,strict,2.0,True,False,1325.0,17694,65317,99.0,10.0,10.0,10.0,10.0,10.0,10.0,34,0.76,17694,1.0,Isle of Man,4.0,True
Russian Federation,Type F5,Quantum,ThetaBase Services,1.0,1,moderate,1.0,False,False,1325.0,22377,34151,99.0,10.0,10.0,10.0,10.0,10.0,10.0,137,2.94,22377,1.0,Russian Federation,1.0,True
Nicaragua,Type V5,Plasma,ThetaBase Services,2.0,5,strict,5.0,False,False,2716.0,17597,11574,95.0,10.0,9.0,10.0,10.0,10.0,10.0,13,0.29,17597,0.33,Wallis and Futuna,1.0,True
Malta,Type V5,Quantum,ThetaBase Services,1.0,2,moderate,1.0,False,False,1780.0,22229,74675,93.0,10.0,10.0,10.0,9.0,10.0,10.0,3,0.69,22229,1.0,Afghanistan,3.0,True
Niue,Type V5,Plasma,ThetaBase Services,2.0,5,moderate,4.0,False,False,1637.0,44346,55891,94.0,10.0,9.0,10.0,10.0,8.0,9.0,106,2.3,44346,0.8,Niue,1.0,True
United Kingdom,Type V5,Plasma,ThetaBase Services,1.0,2,moderate,1.0,False,False,1715.0,49068,57202,100.0,10.0,10.0,10.0,10.0,9.0,10.0,13,0.35,49068,1.0,Gibraltar,1.0,True
Rwanda,Type V2,Quantum,ThetaBase Services,1.0,2,flexible,1.0,False,False,1650.0,49998,54506,99.0,10.0,10.0,10.0,10.0,10.0,10.0,17,0.41,49998,1.0,Croatia,1.0,True
Barbados,Type V5,Plasma,ThetaBase Services,2.0,5,strict,3.0,False,False,3067.0,48918,48963,98.0,10.0,10.0,10.0,10.0,10.0,10.0,38,0.98,48918,1.0,Slovakia (Slovak Republic),1.0,True
Barbados,Type F5,Quantum,ThetaBase Services,1.0,2,strict,0.0,True,False,2404.0,19239,25892,94.0,10.0,9.0,10.0,10.0,10.0,9.0,79,1.7,19239,1.0,Nicaragua,2.0,True
Barbados,Type V5,Plasma,ThetaBase Services,2.0,3,moderate,2.0,False,False,2326.0,29748,49531,98.0,10.0,10.0,10.0,10.0,10.0,10.0,22,0.49,29748,0.4,Djibouti,1.0,True
United Kingdom,Type V5,Plasma,ThetaBase Services,2.0,4,strict,2.0,True,False,2547.0,4267,4480,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2,0.54,4267,1.0,Senegal,22.0,True
Niue,Type F5,Plasma,ThetaBase Services,3.0,6,strict,0.0,False,False,3470.0,19351,6657,98.0,10.0,10.0,10.0,10.0,9.0,9.0,9,0.2,19351,1.0,Guinea,2.0,False
Rwanda,Type V2,Plasma,ThetaBase Services,2.0,4,strict,2.0,False,False,2430.0,23943,42899,98.0,10.0,10.0,10.0,10.0,10.0,10.0,84,1.93,23943,1.0,Nicaragua,2.0,True
Niue,Type F5,Plasma,ThetaBase Services,3.0,8,moderate,3.0,False,False,3470.0,17316,58816,100.0,10.0,10.0,10.0,9.0,8.0,10.0,2,0.04,17316,1.0,Niue,1.0,True
Malta,Type F5,Plasma,ThetaBase Services,5.0,8,strict,8.0,True,False,4497.0,2861,35039,97.0,10.0,10.0,10.0,10.0,9.0,10.0,22,1.14,2861,0.9,Niue,1.0,True
Russian Federation,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,False,False,1910.0,40678,23870,91.0,10.0,9.0,10.0,10.0,10.0,9.0,162,3.5,40678,1.0,Ecuador,3.0,True
United Kingdom,Type F5,Quantum,ThetaBase Services,1.0,3,strict,2.0,False,False,1403.0,34931,75378,90.0,9.0,8.0,10.0,10.0,9.0,9.0,107,2.39,34931,1.0,Gibraltar,2.0,True
Nicaragua,Type V5,Plasma,ThetaBase Services,2.0,3,strict,2.0,False,False,2105.0,5607,26358,98.0,10.0,10.0,10.0,10.0,10.0,10.0,9,0.35,5607,1.0,Jersey,2.0,True
Malta,Type V5,Plasma,ThetaBase Services,2.0,4,flexible,3.0,False,False,2690.0,40044,65046,96.0,10.0,9.0,10.0,10.0,10.0,9.0,37,0.89,40044,1.0,Marshall Islands,1.0,False
Anguilla,Type F5,Plasma,ThetaBase Services,4.0,8,strict,8.0,False,False,5810.0,12164,32490,100.0,10.0,10.0,10.0,10.0,10.0,10.0,6,0.13,12164,1.0,Nicaragua,8.0,False
Micronesia,Type V5,Plasma,ThetaBase Services,2.0,5,moderate,2.0,False,False,3327.0,44145,68834,93.0,9.0,9.0,10.0,10.0,9.0,9.0,64,1.42,44145,1.0,Rwanda,4.0,True
Barbados,Type V5,Plasma,ThetaBase Services,2.0,6,strict,3.0,False,False,3730.0,33823,74588,70.0,8.0,6.0,10.0,10.0,9.0,7.0,3,0.08,33823,0.78,France,17.0,True
Malta,Type V5,Plasma,ThetaBase Services,2.0,5,moderate,2.0,False,False,2521.0,96,43512,95.0,10.0,10.0,10.0,10.0,9.0,9.0,90,1.97,96,1.0,Mexico,2.0,True
Russian Federation,Type G0,Plasma,ThetaBase Services,1.0,3,strict,1.0,True,False,2872.0,37646,63029,96.0,9.0,10.0,9.0,10.0,10.0,9.0,14,0.47,37646,1.0,Estonia,60.0,False
Russian Federation,Type V5,Plasma,ThetaBase Services,2.0,6,strict,2.0,True,False,2677.0,28833,12915,86.0,9.0,9.0,9.0,9.0,9.0,9.0,46,1.0,28833,1.0,Venezuela,5.0,False
Malta,Type F5,Plasma,ThetaBase Services,3.0,6,strict,6.0,False,False,3730.0,49653,5752,99.0,10.0,9.0,10.0,10.0,10.0,10.0,18,0.4,49653,0.4,Marshall Islands,1.0,True
Uzbekistan,Type F5,Quantum,ThetaBase Services,1.0,2,strict,1.0,True,False,1585.0,41238,42471,97.0,10.0,10.0,10.0,10.0,9.0,10.0,31,0.69,41238,1.0,Kiribati,1.0,True
Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,3.0,6,strict,3.0,False,False,2534.0,33664,34287,100.0,9.0,10.0,10.0,10.0,10.0,10.0,3,0.13,33664,1.0,French Guiana,1.0,False
Rwanda,Type F5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,False,False,1377.0,7588,47856,100.0,10.0,10.0,10.0,10.0,10.0,10.0,8,0.66,7588,1.0,Philippines,2.0,False
Rwanda,Type F5,Quantum,ThetaBase Services,1.0,2,moderate,1.0,False,False,1299.0,7588,29694,94.0,9.0,10.0,10.0,10.0,9.0,10.0,14,0.31,7588,1.0,Philippines,2.0,False
Bouvet Island (Bouvetoya),Type F5,Plasma,ThetaBase Services,4.0,6,strict,4.0,False,False,3405.0,40037,13018,100.0,10.0,10.0,10.0,10.0,10.0,10.0,5,0.12,40037,1.0,Chile,1.0,True
Bouvet Island (Bouvetoya),Type G0,Plasma,ThetaBase Services,1.0,3,strict,1.0,True,False,2625.0,37646,76456,85.0,9.0,9.0,9.0,9.0,9.0,9.0,18,0.42,37646,1.0,Estonia,60.0,False
Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,2.0,4,moderate,2.0,False,False,3210.0,18077,42633,95.0,10.0,10.0,10.0,10.0,10.0,9.0,27,0.64,18077,1.0,Sao Tome and Principe,139.0,False
Anguilla,Type F5,Plasma,ThetaBase Services,3.0,5,strict,3.0,False,False,2521.0,15878,75829,100.0,10.0,10.0,10.0,10.0,10.0,10.0,3,0.07,15878,1.0,Reunion,1.0,False
Niue,Type O3,Quantum,ThetaBase Services,1.0,1,flexible,1.0,False,False,1286.0,42726,3180,97.0,10.0,10.0,10.0,10.0,10.0,10.0,63,1.38,42726,1.0,Niue,1.0,False
Russian Federation,Type V5,Quantum,ThetaBase Services,1.0,2,strict,1.0,False,False,1273.0,3089,22160,90.0,9.0,9.0,9.0,10.0,9.0,9.0,52,1.14,3089,1.0,Russian Federation,1.0,False
Russian Federation,Type V2,Quantum,ThetaBase Services,2.0,4,strict,2.0,False,False,5680.0,336,48088,97.0,10.0,10.0,10.0,10.0,10.0,10.0,122,2.69,336,1.0,Ecuador,7.0,False
Barbados,Type F5,Plasma,ThetaBase Services,3.0,8,strict,3.0,False,False,4510.0,19943,74943,90.0,9.0,8.0,10.0,10.0,10.0,8.0,8,0.18,19943,0.63,Isle of Man,34.0,False
Nicaragua,Type V5,Plasma,ThetaBase Services,1.0,2,moderate,1.0,True,False,2677.0,39986,55126,95.0,9.0,9.0,10.0,10.0,10.0,9.0,11,0.3,39986,1.0,Isle of Man,2.0,True
Micronesia,Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,False,False,2950.0,6925,30083,98.0,10.0,10.0,10.0,9.0,10.0,10.0,24,0.54,6925,0.67,Uganda,1.0,True
Marshall Islands,Type V5,Quantum,ThetaBase Services,2.0,4,strict,2.0,False,False,1520.0,35356,21753,100.0,10.0,10.0,10.0,10.0,10.0,10.0,4,0.1,35356,1.0,Russian Federation,2.0,True
Malta,Type O3,Quantum,ThetaBase Services,1.0,2,moderate,1.0,False,False,1715.0,48916,73938,97.0,10.0,10.0,10.0,10.0,10.0,10.0,62,1.44,48916,1.0,Libyan Arab Jamahiriya,1.0,False
Barbados,Type V5,Plasma,ThetaBase Services,2.0,5,strict,4.0,False,False,3600.0,33823,57507,67.0,6.0,7.0,7.0,7.0,7.0,7.0,7,0.16,33823,0.78,France,17.0,True
United Kingdom,Type V5,Plasma,ThetaBase Services,2.0,4,moderate,2.0,True,False,3015.0,12683,23366,99.0,10.0,10.0,10.0,10.0,10.0,10.0,39,1.11,12683,1.0,Lithuania,1.0,True
Malta,Type F5,Quantum,ThetaBase Services,1.0,1,moderate,1.0,False,False,1364.0,32186,41280,95.0,10.0,10.0,9.0,10.0,9.0,9.0,4,0.12,32186,1.0,United Kingdom,2.0,False
Barbados,Type V2,Plasma,ThetaBase Services,2.0,5,strict,3.0,True,False,5420.0,19239,3906,89.0,9.0,9.0,10.0,10.0,10.0,8.0,47,1.06,19239,1.0,Nicaragua,2.0,True
Bouvet Island (Bouvetoya),Type V5,Quantum,ThetaBase Services,1.0,2,moderate,1.0,False,False,1507.0,48455,66189,97.0,10.0,10.0,10.0,10.0,10.0,10.0,26,0.68,48455,0.89,Uzbekistan,20.0,True
Nicaragua,Type V5,Quantum,ThetaBase Services,1.0,2,strict,1.0,True,False,1832.0,20120,50006,88.0,9.0,9.0,10.0,10.0,10.0,9.0,199,4.38,20120,1.0,Wallis and Futuna,10.0,False
Barbados,Type V5,Plasma,ThetaBase Services,3.0,6,strict,6.0,False,False,1000.0,15227,67572,75.0,9.0,8.0,9.0,10.0,10.0,9.0,7,0.44,15227,1.0,Reunion,1.0,False
Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,False,False,1650.0,21045,378,99.0,10.0,10.0,10.0,10.0,10.0,10.0,31,0.71,21045,1.0,French Guiana,2.0,False
Malta,Type V5,Plasma,ThetaBase Services,1.0,3,strict,1.0,False,False,2339.0,12133,72229,92.0,10.0,9.0,9.0,9.0,9.0,9.0,27,0.6,12133,1.0,Mexico,4.0,False
Nicaragua,Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,False,False,2105.0,9375,37269,100.0,10.0,10.0,10.0,10.0,10.0,10.0,7,0.22,9375,1.0,Peru,2.0,True
Malta,Type V2,Plasma,ThetaBase Services,3.0,6,strict,3.0,False,False,2625.0,25265,40991,98.0,10.0,10.0,10.0,10.0,10.0,10.0,52,1.16,25265,1.0,Libyan Arab Jamahiriya,1.0,True
Russian Federation,Type V5,Plasma,ThetaBase Services,1.0,4,flexible,2.0,False,False,1975.0,42454,52641,97.0,10.0,9.0,10.0,10.0,10.0,10.0,7,0.47,42454,1.0,Finland,1.0,False
Brazil,Type F5,Quantum,ThetaBase Services,4.0,2,flexible,2.0,False,False,1260.0,29146,23318,95.0,10.0,9.0,10.0,10.0,9.0,10.0,82,1.81,29146,1.0,Vanuatu,2.0,True
Brazil,Type F5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,False,False,1260.0,29146,44656,92.0,10.0,9.0,9.0,9.0,9.0,9.0,64,1.41,29146,1.0,Vanuatu,2.0,True
Rwanda,Type V5,Plasma,ThetaBase Services,2.0,4,strict,2.0,False,False,2261.0,33446,2849,98.0,10.0,10.0,10.0,10.0,9.0,9.0,40,1.41,33446,1.0,Philippines,1.0,True
Nicaragua,Type V5,Plasma,ThetaBase Services,1.0,4,strict,2.0,False,False,3015.0,30224,54043,92.0,9.0,9.0,10.0,9.0,10.0,9.0,79,1.82,30224,1.0,Cuba,1.0,True
United Kingdom,Type V5,Plasma,ThetaBase Services,1.0,2,moderate,1.0,False,False,1715.0,32046,15056,96.0,10.0,9.0,10.0,10.0,9.0,9.0,11,0.25,32046,0.5,Gibraltar,1.0,True
Russian Federation,Type V5,Quantum,ThetaBase Services,1.0,2,strict,1.0,False,False,1455.0,37184,76220,99.0,10.0,10.0,10.0,10.0,10.0,10.0,32,0.71,37184,1.0,Russian Federation,1.0,True
Pakistan,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,False,False,1975.0,28803,44885,94.0,10.0,9.0,10.0,10.0,10.0,9.0,97,2.17,28803,1.0,Cocos (Keeling) Islands,1.0,False
Malta,Type V5,Quantum,ThetaBase Services,1.0,1,moderate,1.0,False,False,1221.0,32186,23868,99.0,10.0,10.0,10.0,10.0,10.0,10.0,43,0.96,32186,1.0,United Kingdom,2.0,False
Rwanda,Type V5,Quantum,ThetaBase Services,1.0,2,strict,1.0,False,False,1520.0,42407,38734,96.0,10.0,10.0,10.0,9.0,9.0,9.0,11,0.27,42407,1.0,Maldives,2.0,True
Nicaragua,Type F5,Plasma,ThetaBase Services,1.0,2,flexible,1.0,False,False,2300.0,43294,16698,99.0,10.0,10.0,10.0,10.0,10.0,10.0,35,0.79,43294,1.0,Isle of Man,1.0,False
Barbados,Type O3,Quantum,ThetaBase Services,1.0,1,flexible,1.0,False,False,1650.0,6959,54242,78.0,9.0,8.0,9.0,9.0,10.0,8.0,59,1.3,6959,0.95,Slovakia (Slovak Republic),20.0,True
United Kingdom,Type V5,Plasma,ThetaBase Services,2.0,5,moderate,3.0,False,False,2430.0,18856,22328,86.0,9.0,9.0,10.0,10.0,9.0,8.0,15,0.47,18856,0.5,El Salvador,1.0,True
Malta,Type F5,Quantum,ThetaBase Services,1.0,5,flexible,1.0,True,False,1832.0,12542,31015,85.0,8.0,9.0,9.0,9.0,9.0,8.0,56,1.24,12542,0.98,Mauritania,19.0,True
Niue,Type V5,Plasma,ThetaBase Services,2.0,3,moderate,2.0,False,False,2027.0,29475,76802,90.0,9.0,8.0,10.0,9.0,9.0,9.0,35,0.83,29475,0.5,Niue,1.0,True
Rwanda,Type V5,Plasma,ThetaBase Services,2.0,6,strict,3.0,True,False,2196.0,42407,59927,94.0,10.0,9.0,10.0,10.0,9.0,9.0,17,0.43,42407,1.0,Maldives,2.0,True
Barbados,Type O3,Quantum,ThetaBase Services,1.0,2,flexible,1.0,False,False,1910.0,6959,3343,75.0,9.0,8.0,8.0,10.0,9.0,9.0,4,0.09,6959,0.95,Slovakia (Slovak Republic),20.0,True
Malta,Type V5,Plasma,ThetaBase Services,2.0,4,strict,2.0,True,False,2807.0,23234,20296,91.0,10.0,9.0,10.0,10.0,9.0,9.0,21,0.47,23234,1.0,Marshall Islands,1.0,False
Barbados,Type V5,Quantum,ThetaBase Services,1.0,3,strict,2.0,False,False,1507.0,48954,14930,95.0,10.0,10.0,10.0,10.0,10.0,9.0,247,5.95,48954,1.0,Montserrat,8.0,True
Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,1.0,2,moderate,1.0,False,False,2300.0,45610,575,96.0,10.0,10.0,9.0,10.0,10.0,9.0,5,0.12,45610,1.0,Sao Tome and Principe,1.0,True
Barbados,Type O3,Quantum,ThetaBase Services,1.0,4,flexible,3.0,False,False,2170.0,6959,22620,88.0,9.0,9.0,9.0,10.0,10.0,9.0,5,0.14,6959,0.95,Slovakia (Slovak Republic),20.0,True
Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,1.0,2,flexible,1.0,False,False,2248.0,19120,41508,80.0,8.0,7.0,10.0,10.0,10.0,10.0,2,0.05,19120,1.0,Peru,1.0,True
United Kingdom,Type F5,Quantum,ThetaBase Services,1.0,2,strict,1.0,False,False,1299.0,34931,47669,89.0,9.0,8.0,10.0,10.0,9.0,9.0,201,4.53,34931,1.0,Gibraltar,2.0,True
Micronesia,Type V5,Quantum,ThetaBase Services,1.0,2,strict,1.0,False,False,1637.0,26904,18809,94.0,10.0,10.0,10.0,10.0,10.0,10.0,87,1.95,26904,1.0,Uganda,1.0,True
Barbados,Type O3,Quantum,ThetaBase Services,1.0,2,flexible,1.0,False,False,1910.0,6959,74881,74.0,9.0,8.0,9.0,9.0,10.0,9.0,11,0.27,6959,0.95,Slovakia (Slovak Republic),20.0,True
Micronesia,Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,False,False,2040.0,36350,8398,96.0,10.0,10.0,9.0,10.0,10.0,9.0,43,1.03,36350,1.0,Niger,1.0,True
Bouvet Island (Bouvetoya),Type V2,Quantum,ThetaBase Services,2.0,4,moderate,2.0,False,False,2040.0,47166,61929,98.0,10.0,10.0,10.0,10.0,10.0,10.0,43,0.96,47166,1.0,Chad,1.0,True
Nicaragua,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,False,False,1520.0,17216,45452,94.0,10.0,9.0,10.0,10.0,10.0,9.0,31,0.69,17216,1.0,Ecuador,2.0,True
Barbados,Type O3,Quantum,ThetaBase Services,1.0,3,flexible,3.0,False,False,1910.0,6959,396,76.0,8.0,8.0,9.0,9.0,10.0,8.0,57,1.32,6959,0.95,Slovakia (Slovak Republic),20.0,True
Barbados,Type O3,Quantum,ThetaBase Services,1.0,4,flexible,4.0,False,False,2235.0,6959,55823,64.0,7.0,7.0,9.0,8.0,9.0,7.0,22,0.55,6959,0.95,Slovakia (Slovak Republic),20.0,True
United Kingdom,Type V5,Plasma,ThetaBase Services,2.0,5,strict,3.0,False,False,2235.0,33699,9844,94.0,10.0,10.0,10.0,10.0,8.0,9.0,19,0.43,33699,1.0,Palestinian Territory,1.0,False
Niue,Type X3,Plasma,ThetaBase Services,1.0,2,strict,1.0,False,False,1507.0,41840,2482,93.0,10.0,10.0,10.0,10.0,9.0,9.0,113,2.53,41840,1.0,Niue,1.0,False
Rwanda,Type V7,Plasma,ThetaBase Services,2.0,6,strict,0.0,False,False,2690.0,27306,55342,96.0,10.0,9.0,10.0,10.0,10.0,9.0,9,3.14,27306,1.0,Kiribati,2.0,False
Estonia,Type Z6,Quantum,ThetaBase Services,1.0,2,moderate,1.0,True,False,1364.0,37510,16430,96.0,10.0,9.0,10.0,10.0,9.0,10.0,66,1.53,37510,1.0,Zimbabwe,1.0,True
Bouvet Island (Bouvetoya),Type F5,Plasma,ThetaBase Services,3.0,5,strict,3.0,False,False,3340.0,2222,38462,100.0,10.0,10.0,10.0,10.0,10.0,10.0,5,0.12,2222,0.67,Malawi,1.0,True
Nicaragua,Type V5,Plasma,ThetaBase Services,3.0,8,strict,5.0,True,False,2157.0,20411,62525,86.0,9.0,9.0,10.0,10.0,9.0,9.0,140,3.14,20411,1.0,Pakistan,4.0,True
Nicaragua,Type V5,Plasma,ThetaBase Services,1.0,4,strict,2.0,False,False,2625.0,30962,54074,98.0,10.0,10.0,10.0,10.0,10.0,9.0,32,0.77,30962,1.0,Jersey,2.0,True
Malta,Type V2,Quantum,ThetaBase Services,1.0,2,moderate,1.0,True,False,1520.0,40626,57427,95.0,10.0,10.0,10.0,10.0,9.0,10.0,99,2.26,40626,0.93,United Kingdom,5.0,True
Nicaragua,Type V5,Quantum,ThetaBase Services,1.0,2,moderate,0.0,False,False,1494.0,30962,51914,97.0,10.0,10.0,10.0,10.0,10.0,10.0,73,1.73,30962,1.0,Jersey,2.0,True
Malta,Type V5,Plasma,ThetaBase Services,2.0,4,strict,2.0,False,False,2430.0,27972,44062,92.0,9.0,9.0,10.0,9.0,9.0,9.0,21,0.51,27972,0.94,Brazil,27.0,False
